escuela,direccion,localidad,distrito_nro,ditrito_name,seccion_nro,seccion_name,circuito_nro,circuito_name,cant_mesas,desde,hasta,electores,georeferencia
INST EDUC NTRA SEÑORA,INCA MANCO 3450,,4,CORDOBA,1,CAPITAL,4B,VILLA REVOL,19,246,264,6536,
ESC EJERCITO ARGENTINO,CASTAÑARES  470,,4,CORDOBA,1,CAPITAL,12F,JOSE HERNANDEZ,8,2385,2392,2744,
ESC PANAMERICANA,SOTO   919,,4,CORDOBA,1,CAPITAL,5,ALTAMIRA,9,349,357,3058,
ESC   RABINDRANAT TAGORE,OCARINA 1613,,4,CORDOBA,1,CAPITAL,8,LA FLORESTA NORTE,3,897,899,784,
COL NICOLAS BERROTARAN,ELIAS YOFRE 1095,,4,CORDOBA,1,CAPITAL,4B,VILLA REVOL,11,274,284,3775,
ESC B DE MONTEAGUDO,SAN LUIS  345,,4,CORDOBA,1,CAPITAL,11E,LOS PLATANOS,12,1855,1866,4152,
INST ESCUTI,NAZARET  3399,,4,CORDOBA,1,CAPITAL,9,ESCOBAR,10,1003,1012,3284,
ESC   SANTISIMA TRINIDAD,BLAMEY LAFORE 1248,,4,CORDOBA,1,CAPITAL,11D,LOS NARANJOS,8,1847,1854,2736,
CENTRO EDUC.NIVEL MEDIO ADULTO,DEAN FUNES 417,,4,CORDOBA,1,CAPITAL,1,SECCIONAL PRIMERA,7,1,7,2401,
ESC NUESTRA SEÑORA DEL HUERTO,BELGRANO 269,,4,CORDOBA,1,CAPITAL,1,SECCIONAL PRIMERA,12,8,19,4116,
COL NAC DE MONSERRAT,OBISPO TREJO 294,,4,CORDOBA,1,CAPITAL,1,SECCIONAL PRIMERA,18,20,37,6158,
ESC JERONIMO LUIS DE CABRERA,SANTA ROSA 650,,4,CORDOBA,1,CAPITAL,3,SECCIONAL TERCERA,15,66,80,5175,
IPEM N° 270 GRAL M BELGRANO,DEAN FUNES 850,,4,CORDOBA,1,CAPITAL,3,SECCIONAL TERCERA,11,81,91,3795,
ESC SANTO TOMAS,CASEROS 745,,4,CORDOBA,1,CAPITAL,3,SECCIONAL TERCERA,8,92,99,2760,
ESC NORMAL ALEJANDRO CARBO,AV COLON 951,,4,CORDOBA,1,CAPITAL,3,SECCIONAL TERCERA,13,100,112,4474,
COL NACIONAL DEAN FUNES,PERU 10,,4,CORDOBA,1,CAPITAL,4,NUEVA CORDOBA,20,126,145,6900,
IPET N°66 DR JOSE A BALSEIRO,HIPOLITO YRIGOYEN 258,,4,CORDOBA,1,CAPITAL,4,NUEVA CORDOBA,14,146,159,4830,
ESC SAN FRANCISCO DE ASIS,GUARDADO 184,,4,CORDOBA,1,CAPITAL,4A,PUEBLO LAS FLORES,30,209,238,10351,
COL 20 DE JUNIO,BV DEL COMERCIO 835,,4,CORDOBA,1,CAPITAL,4B,VILLA REVOL,7,239,245,2408,
IPEN 310- PUERTO ARGENTINO,LUDUEÑA Y SARGENTO RIOS,,4,CORDOBA,1,CAPITAL,4C,INAUDI,8,291,298,2656,
ESC ESTANISLAO DEL CAMPO,ESTADOS UNIDOS Y RIO PRIMERO,,4,CORDOBA,1,CAPITAL,5,ALTAMIRA,5,358,362,1695,
ELENA LOPEZ LALLANA,AGUSTIN GARZON 5600,,4,CORDOBA,1,CAPITAL,5A,COLONIA LOLA,10,369,378,3324,
ESC PROVINCIA DE LA RIOJA,JUNIN 3480,,4,CORDOBA,1,CAPITAL,5C,EMPALME,12,385,396,4164,
ESC VICTOR MERCANTE,CAUCETE 4008,,4,CORDOBA,1,CAPITAL,5C,EMPALME,11,397,407,3817,
ESC JUAN M DE PUEYRREDON,ANCASTI 4555,,4,CORDOBA,1,CAPITAL,5C,EMPALME,7,408,414,2429,
INST SEC EMPALME GONZALEZ LACA,LAS ARRIAS 4043,,4,CORDOBA,1,CAPITAL,5C,EMPALME,5,415,419,1735,
FRAY JUSTO STA MARÍA DE ORO,CALLAO 2320,,4,CORDOBA,1,CAPITAL,5C,EMPALME,12,420,431,4163,
ELENA LOPEZ LALLANA,AGUSTÍN GARZON 5636,,4,CORDOBA,1,CAPITAL,5C,EMPALME,6,432,437,2076,
ESC CANONIGO PIÑERO,CAMPO LA RIBERA,,4,CORDOBA,1,CAPITAL,5D,MALDONADO,6,438,443,2046,
BAC TEC DR F ESCARDO,CAMPO LA RIBERA,,4,CORDOBA,1,CAPITAL,5D,MALDONADO,9,453,461,3068,
ESC TTE GRAL P RICCHIERI,BENJAMIN VIEL 2387,,4,CORDOBA,1,CAPITAL,5E,VILLA BUSTOS,12,471,482,4072,
ESC SANTA MARGARITA DE CORTONA,LOPEZ Y PLANES 2936,,4,CORDOBA,1,CAPITAL,5G,SAN VICENTE,10,497,506,3430,
ESC DGO F SARMIENTO,LOPEZ Y PLANES 2253,,4,CORDOBA,1,CAPITAL,5G,SAN VICENTE,14,507,520,4788,
ESC PTE RIVADAVIA,AGUSTIN GARZON 1563,,4,CORDOBA,1,CAPITAL,5G,SAN VICENTE,12,521,532,4104,
ESC MARIA IGNACIA NAVARRO DE L,CORRIENTES 2006,,4,CORDOBA,1,CAPITAL,5G,SAN VICENTE,10,533,542,3420,
ESC. MADRE MARIA DEL TRANSITO,"MANZANA 7,",,4,CORDOBA,1,CAPITAL,5H,VILLA BOEDO,6,543,548,1944,
ESC.PTE. JUAN D.PERÓN,MANZANA 47,,4,CORDOBA,1,CAPITAL,5I,COLINAS DEL SUR,7,557,563,2383,
ESC RAMON J CARCANO,VIAMONTE 446,,4,CORDOBA,1,CAPITAL,6C,GRAL PAZ,11,582,592,3806,
ESC NORMAL GARZON AGULLA,VIAMONTE 150,,4,CORDOBA,1,CAPITAL,6C,GRAL PAZ,14,593,606,4844,
IPET N°10 COM MARTIN RIVADAVIA,25 DE MAYO Y ROMA,,4,CORDOBA,1,CAPITAL,6C,GRAL PAZ,10,607,616,3457,
ESC GDOR AMADEO SABATTINI,GERMANIA 2500,,4,CORDOBA,1,CAPITAL,6F,YAPEYU,12,658,669,4081,
IPEM N° 22 JUAN FILLOY,CALLE DE LA CUECA,,4,CORDOBA,1,CAPITAL,7A,GUIÑAZU,6,671,676,2040,
ESC PCIA DE ENTRE RIOS,TRAFALGAR 845,,4,CORDOBA,1,CAPITAL,7B,ALTA CORDOBA,11,710,720,3795,
INST MANUEL LUCERO,LAVALLEJA 2257,,4,CORDOBA,1,CAPITAL,7B,ALTA CORDOBA,9,748,756,3096,
ESC. GARCIA FAURE,JERONIMO LUIS DE CABRERA 834,,4,CORDOBA,1,CAPITAL,7D,COFICO,10,777,786,3370,
J DE INF B.RIVADAVIA,NUFLO DE AGUILAR 541,,4,CORDOBA,1,CAPITAL,7E,MARQUES DE SOBREMONTE,3,817,819,1038,
ESC GOBERNADOR MANUEL LOPEZ,URQUIZA 4800,,4,CORDOBA,1,CAPITAL,7G,PANAMERICANO,7,859,865,2373,
INST SAGRADO CORAZON,ROMA 1153,,4,CORDOBA,1,CAPITAL,8B,PUEYRREDON,10,937,946,3438,
ESC ROBLES,PADRE LUIS MONTI 1850,,4,CORDOBA,1,CAPITAL,8B,PUEYRREDON,13,947,959,4459,
INST SAGRADA FAMILIA,BUCHARDO 1729,,4,CORDOBA,1,CAPITAL,8B,PUEYRREDON,10,960,969,3430,
ESC PROVINCIA DE CORRIENTES,DOMINGO ZIPOLI 1358,,4,CORDOBA,1,CAPITAL,9,ESCOBAR,8,995,1002,2632,
ESC MAHATMA GANDHI,TALAVERA DE MADRID 3261,,4,CORDOBA,1,CAPITAL,9A,LA FRANCE,7,1013,1019,2331,
COL PQUIAL C NAMUNCURA,DIAGUITAS 3314,,4,CORDOBA,1,CAPITAL,9A,LA FRANCE,8,1020,1027,2656,
ESC DE COMERCIO J J PASO,PLATON 3030,,4,CORDOBA,1,CAPITAL,9C,LOS PARAISOS,10,1052,1061,3440,
COL EL SALVADOR,RAUL CASARIEGO 4479,,4,CORDOBA,1,CAPITAL,9D,POETA LUGONES,8,1093,1100,2744,
INSTITUTO PEÑA,CIUDAD DE TAMPA 2954,,4,CORDOBA,1,CAPITAL,9G,VILLA CABRERA,11,1180,1190,3795,
ESC PRESIDENTE KENNEDY,JULIAN PAZ 1851,,4,CORDOBA,1,CAPITAL,9G,VILLA CABRERA,6,1191,1196,2064,
ESC ROQUE SAENZ PEÑA,AV VELEZ SARSFIELD 1000,,4,CORDOBA,1,CAPITAL,10,BELLA VISTA,14,1197,1210,4814,
E.N.E.T. N°1 DR A SABATTINI,AV VELEZ SARSFIELD 1490,,4,CORDOBA,1,CAPITAL,10,BELLA VISTA,10,1230,1239,3430,
ESC MANUEL BELGRANO,SUECIA B° PQUE VELEZ SARSFIELD 2832,,4,CORDOBA,1,CAPITAL,10,BELLA VISTA,10,1240,1249,3430,
ESC PCIA DE CATAMARCA,AV VELEZ SARSFIELD 3200,,4,CORDOBA,1,CAPITAL,10B,CIUDADELA,17,1265,1281,5761,
ESC REPUBLICA DE SIRIA,TRAFUL 908,,4,CORDOBA,1,CAPITAL,10B,CIUDADELA,6,1282,1287,2028,
IPEM 183 PEDRO B.PALACIOS,REALICO 2407,,4,CORDOBA,1,CAPITAL,10D,CONGRESO,4,1329,1332,1270,
ESC CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2320,,4,CORDOBA,1,CAPITAL,10E,ESTACION FLORES,11,1333,1343,3740,
ESC PADRE BURON,AVIADOR MIRA 2658,,4,CORDOBA,1,CAPITAL,10E,ESTACION FLORES,8,1344,1351,2718,
J DE INF CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2320,,4,CORDOBA,1,CAPITAL,10E,ESTACION FLORES,2,1352,1353,678,
ESC   ALAS ARGENTINA,BONN 4627,,4,CORDOBA,1,CAPITAL,10E,ESTACION FLORES,11,1354,1364,3729,
ESC REPUBLICA ARGENTINA,SAN CAYETANO Y BRAILE,,4,CORDOBA,1,CAPITAL,10F,MATIENZO,7,1394,1400,2429,
ESC MIGUEL A ZABALA ORTIZ,DIAZ DE LA FUENTE 3101,,4,CORDOBA,1,CAPITAL,10F,MATIENZO,7,1401,1407,2423,
E.N.E.T. N° 4 COPERNICO,MARIANO MORENO 551,,4,CORDOBA,1,CAPITAL,10G,OBSERVATORIO,26,1408,1433,9011,
EE UU DE NORTEAMERICA,LA PAMPA 550,,4,CORDOBA,1,CAPITAL,10G,OBSERVATORIO,9,1434,1442,3114,
COL   NUESTRA SEÑORA DE NIEVA,AYACUCHO 442,,4,CORDOBA,1,CAPITAL,10G,OBSERVATORIO,18,1443,1460,6228,
ESC R ESCALADA DE SAN MARTIN,ESPORA 2283,,4,CORDOBA,1,CAPITAL,10H,PARQUE CAPITAL,14,1479,1492,4732,
INST. SAN JOSE ARTESANO,CORONDA ESQ HUILICHES,,4,CORDOBA,1,CAPITAL,10I,PARQUE HORIZONTE,6,1518,1523,2022,
ESC PTE DR ARTURO U ILLIA,TOTORAL Y ARICA,,4,CORDOBA,1,CAPITAL,10L,VILLA EL LIBERTADOR,11,1622,1632,3817,
J DE INF DR ARTURO U ILLIA,ARICA Y TOTORAL,,4,CORDOBA,1,CAPITAL,10L,VILLA EL LIBERTADOR,4,1639,1642,1388,
ESC SAN JOSE,CASEROS 3055,,4,CORDOBA,1,CAPITAL,11A,ALTO ALBERDI,11,1716,1726,3806,
ESC SAN LUIS GONZAGA,SANTA ROSA 2037,,4,CORDOBA,1,CAPITAL,11A,ALTO ALBERDI,9,1727,1735,3114,
ESC JOSE MARIA PAZ,AV COLON 2772,,4,CORDOBA,1,CAPITAL,11A,ALTO ALBERDI,15,1736,1750,5190,
ESC GRAL SAN MARTIN,AV COLON 4751,,4,CORDOBA,1,CAPITAL,11C,LAS PALMAS,16,1775,1790,5435,
ESC MUNIC JUSTO PAEZ MOLINA,QUEBRACHO HERRADO Y YAVI,,4,CORDOBA,1,CAPITAL,11C,LAS PALMAS,7,1805,1811,2373,
ESC JOSE MARMOL,AV LOS PLATANOS 1346,,4,CORDOBA,1,CAPITAL,11E,LOS PLATANOS,12,1867,1878,4152,
ESC.MUNIC.DR.CARLOS BECERRA,GAONA 1285,,4,CORDOBA,1,CAPITAL,11E,LOS PLATANOS,6,1896,1901,2070,
IPEM 205 HUGO PALLADINO,27 DE ABRIL 5330,,4,CORDOBA,1,CAPITAL,11F,LOS ROBLES,12,1902,1913,4008,
COL SAN BUENAVENTURA,AV DON BOSCO 5001,,4,CORDOBA,1,CAPITAL,11F,LOS ROBLES,4,1914,1917,1335,
ESC BATERIA LIBERTAD,POTRERILLO Y VENTA Y MEDIA,,4,CORDOBA,1,CAPITAL,11F,LOS ROBLES,9,1918,1926,2997,
ESC PRIMER TTE AVILA,QUINCHAN 1070,,4,CORDOBA,1,CAPITAL,11G,PARQUE REPUBLICA,8,1927,1934,2776,
JARDIN TTE. AVILA,ALTO ALEGRE 1050,,4,CORDOBA,1,CAPITAL,11G,PARQUE REPUBLICA,2,1956,1957,692,
ESC GABRIELA MISTRAL,27 DE ABRIL 5650,,4,CORDOBA,1,CAPITAL,11H,QUEBRADA LAS ROSAS,10,1967,1976,3402,
ESC REPUBLICA DE VENEZUELA - BOYERO - - 517,BOYERO,,4,CORDOBA,1,CAPITAL,11H,QUEBRADA LAS ROSAS,10,1977,1986,3400,
ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,,4,CORDOBA,1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,10,2010,2019,3404,
COLEGIO SAN JOSE,SOL DE MAYO 726,,4,CORDOBA,1,CAPITAL,11J,SANTA ANA,12,2067,2078,4140,
ESC EJERCITO ARGENTINO,LA RIOJA 3453,,4,CORDOBA,1,CAPITAL,11K,VILLA GRAL URQUIZA,8,2085,2092,2752,
ESC MUNIC JUAN B JUSTO,IGUALDAD 4100,,4,CORDOBA,1,CAPITAL,11K,VILLA GRAL URQUIZA,7,2100,2106,2401,
IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4861,,4,CORDOBA,1,CAPITAL,11K,VILLA GRAL URQUIZA,4,2114,2117,1372,
ESC MUNIC OSCAR SOTO LOPEZ,LOS ALGARROBOS,,4,CORDOBA,1,CAPITAL,12,AVELLANEDA,7,2160,2166,2373,
INST NTRA SRA DEL SGDO CORAZON,REVOLUCION DE MAYO 1476,,4,CORDOBA,1,CAPITAL,12B,COLON,17,2197,2213,5822,
ESC HILARIO ASCASUBI,LUCIO V.MANSILLA ESQ. CADIZ,,4,CORDOBA,1,CAPITAL,12B,COLON,10,2229,2238,3420,
INST MANUEL BELGRANO,LUIS BRAILE 2384,,4,CORDOBA,1,CAPITAL,12B,COLON,8,2239,2246,2736,
ESC DR LUIS A CAEIRO,ORTIZ Y HERRERA 1932,,4,CORDOBA,1,CAPITAL,12B,COLON,4,2247,2250,1368,
POETA OSCAR GUIÑAZU ALVAREZ,ASTURIAS 3345,,4,CORDOBA,1,CAPITAL,12D,JOSE IGNACIO DIAZ,8,2320,2327,2760,
IPEM N° 309 (FUENTEALBA),CALLE PUBLICA,,4,CORDOBA,1,CAPITAL,12D,JOSE IGNACIO DIAZ,6,2328,2333,2070,
ESC MUNIC E MOLINARI ROMERO,PAMPAYASTA Y RUMIPAL,,4,CORDOBA,1,CAPITAL,12F,JOSE HERNANDEZ,9,2358,2366,3087,
ESC GRAL MANUEL BELGRANO,OLAEN Y AMBOY -,,4,CORDOBA,1,CAPITAL,12F,JOSE HERNANDEZ,11,2374,2384,3773,
ESC EJERCITO ARGENTINO,STEPHENSON Y FULTON,,4,CORDOBA,1,CAPITAL,12G,ITUZAINGO,15,2424,2438,5205,
ESC.DR.NICOLAS AVELLANEDA,CNO.S.CARLOS KM. 4 1/2,,4,CORDOBA,1,CAPITAL,12H,LOS CERVECEROS,5,2477,2481,1727,
ESC PADRE DIEGO DE TORRES,DIAG ICA Y CAMICALTA,,4,CORDOBA,1,CAPITAL,13,LEANDRO N. ALEM,12,2490,2501,4123,
ESC ASOCIACION DE MAYO,COLOMPREA 1500,,4,CORDOBA,1,CAPITAL,13,LEANDRO N. ALEM,5,2512,2516,1715,
ESC R SANCHEZ DE CALDELARI,ALVAREZ DE LAS CASAS 280,,4,CORDOBA,1,CAPITAL,13A,AYACUCHO,11,2540,2550,3751,
ESC CAPITAL FEDERAL,MAURICIO YADAROLA 653,,4,CORDOBA,1,CAPITAL,13C,GENERAL BUSTOS,11,2568,2578,3740,
ESC CRISTO REY,CURA BROCHERO 753,,4,CORDOBA,1,CAPITAL,13C,GENERAL BUSTOS,7,2579,2585,2380,
ESC ALEJO CARMEN GUZMAN,AUGUSTO LOPEZ 643,,4,CORDOBA,1,CAPITAL,13C,GENERAL BUSTOS,13,2586,2598,4417,
COLEGIO HORTUS CONCLUSUS,GIANELLI   B°GRAL BUSTOS 500,,4,CORDOBA,1,CAPITAL,13C,GENERAL BUSTOS,10,2599,2608,3390,
ESC REPUBLICA DE LA INDIA,CNO MONTE CRISTO KM 5,,4,CORDOBA,1,CAPITAL,13E,LA DOROTEA,4,2617,2620,1263,
IPEM 159.ARISTOBULO DEL VALLE,DIAZ COLODRERO 2586,,4,CORDOBA,1,CAPITAL,13F,NUEVA ITALIA,6,2638,2643,2070,
ESC JOSE MARIA PAZ,USANDIVARAS 2254,,4,CORDOBA,1,CAPITAL,13H,PATRICIOS,11,2699,2709,3784,
ESC PARROQUIAL SAN ROQUE,USANDIVARAS 2050,,4,CORDOBA,1,CAPITAL,13H,PATRICIOS,8,2725,2732,2752,
ESC MUNIC JORGE LUIS BORGES,QUINTA SAN JORGE,,4,CORDOBA,1,CAPITAL,13I,SAN JORGE,7,2750,2756,2415,
ESC MUNIC. MONSEÑOR ANGELELLI,FEDERICO RAUCH 2790,,4,CORDOBA,1,CAPITAL,13I,SAN JORGE,4,2764,2767,1376,
ESC CURA BROCHERO,JAMAICA 967,,4,CORDOBA,1,CAPITAL,13J,VILLA AZALAIS,12,2779,2790,4164,
ESC PARROQUIAL L STUCCHI BAUDO,NUEVO MUNDO 824,,4,CORDOBA,1,CAPITAL,13J,VILLA AZALAIS,11,2800,2810,3817,
I.P.E.T N° 70,AV JUAN B JUSTO 4350,,4,CORDOBA,1,CAPITAL,13J,VILLA AZALAIS,12,2848,2859,4158,
ESC DR ANTONIO NORES,JULIO DE VEDIA 2353,,4,CORDOBA,1,CAPITAL,13N,YOFRE,13,2871,2883,4486,
ESC MATEO J LUQUE,JACINTO DE ALTOLAGUIRRE 2089,,4,CORDOBA,1,CAPITAL,13N,YOFRE,9,2884,2892,3105,
ESC. CARLOS TAGLE ACHAVAL,MANZANA 22,,4,CORDOBA,1,CAPITAL,13O,CHACHAPOYAS,4,2893,2896,1382,
ESC MARTIN DE GÜEMES,MONTUFAR Y CORONADO 7126,,4,CORDOBA,1,CAPITAL,14B,ARGUELLO PRIMERO,8,2971,2978,2736,
ESC ELISA K DE LIVACK,CUIMAN 6543,,4,CORDOBA,1,CAPITAL,14B,ARGUELLO PRIMERO,5,2987,2991,1705,
ESC MODESTA RODRIGUEZ,HNOS GRIMM 7168,,4,CORDOBA,1,CAPITAL,14E,CERRO NORTE,5,3027,3031,1665,
