escuela,direccion,barrio,seccion_nro,seccion_name,circuito_nro,circuito_name,cant_mesas,desde,hasta,electores,ciudad,provincia,pais,geo,Latitud,Longitud,Encontrado,Calidad,Origen
ESC PBRO JOSE G BROCHERO,SANTA ROSA,,14,RIO PRIMERO,220,VILLA SANTA ROSA,7,6457,6463,2373,VILLA SANTA ROSA,Córdoba,Argentina,"SANTA ROSA, VILLA SANTA ROSA, Córdoba, Argentina",-31.1532408,-63.3983821,"9 de Julio, Villa Santa Rose, Córdoba, Argentina",Match,Google
INSTITUTO EL SALVADOR,SANTA ROSA,,14,RIO PRIMERO,220,VILLA SANTA ROSA,8,6464,6471,2712,VILLA SANTA ROSA,Córdoba,Argentina,"SANTA ROSA, VILLA SANTA ROSA, Córdoba, Argentina",-31.1532408,-63.3983821,"9 de Julio, Villa Santa Rose, Córdoba, Argentina",Match,Google
ESC PROV R SAENZ PEÑA,EL ALCALDE,,14,RIO PRIMERO,221,EL ALCALDE,1,6472,6472,110,EL ALCALDE,Córdoba,Argentina,"EL ALCALDE, EL ALCALDE, Córdoba, Argentina",-31.1148748,-63.6013912,"Nte.,, Tala Nte., Córdoba, Argentina",Match,Google
ESC PROV PRIMERA JUNTA,ENCRUCIJADA,,15,RIO SECO,224,ENCRUCIJADA,1,6479,6479,43,ENCRUCIJADA,Córdoba,Argentina,"ENCRUCIJADA, ENCRUCIJADA, Córdoba, Argentina",-31.2280137,-64.4316226,"RP54 1512, Córdoba, Argentina",Match,Google
ESC PROV GENERAL PAZ,PUBLICA S/N,,15,RIO SECO,225A,LA CAÑADA,1,6483,6483,85,LA CAÑADA,Córdoba,Argentina,"PUBLICA S/N, LA CAÑADA, Córdoba, Argentina",-31.411214,-64.191203,"La Cañada de Córdoba, Córdoba, Argentina",Match,Google
ESC.PROV.D.F.SARMIENTO,PUESTO DE CASTRO,,15,RIO SECO,226A,PUESTO DE CASTRO,2,6486,6487,405,PUESTO DE CASTRO,Córdoba,Argentina,"PUESTO DE CASTRO, PUESTO DE CASTRO, Córdoba, Argentina",-30.2707364,-63.4267552,"Puesto de Castro, Córdoba, Argentina",Match,Google
ESC.PROV.CNEL.F.DE BEDOYA,RAYO CORTADO,,15,RIO SECO,227,RAYO CORTADO,3,6488,6490,743,RAYO CORTADO,Córdoba,Argentina,"RAYO CORTADO, RAYO CORTADO, Córdoba, Argentina",-31.435933,-64.1313559,"Rayo Cortado 2240, Córdoba, Argentina",Match,Google
ESC PROV LUCIANO ARGUELLO,CERRO COLORADO,,15,RIO SECO,227B,CERRO COLORADO,2,6493,6494,351,CERRO COLORADO,Córdoba,Argentina,"CERRO COLORADO, CERRO COLORADO, Córdoba, Argentina",-30.0955431,-63.9321904,"Cerro Colorado, Córdoba, Argentina",Match,Google
IPEM 224-LEOPOLDO LUGONES,RECONQUISTA,,15,RIO SECO,229,VILLA DE MARIA,7,6514,6520,2373,VILLA DE MARIA,Córdoba,Argentina,"RECONQUISTA, VILLA DE MARIA, Córdoba, Argentina",-29.9074979,-63.7240215,"Reconquista, Villa de María, Córdoba, Argentina",Match,Google
COLEGIO ENS.SECUNDARIA,CALCHIN,,16,RIO SEGUNDO,230,CALCHIN,7,6522,6528,2211,CALCHIN,Córdoba,Argentina,"CALCHIN, CALCHIN, Córdoba, Argentina",-31.6682192,-63.199948,"Calchín, Córdoba, Argentina",Match,Google
ESC.PROV.M.BELGRANO,CALCHIN OESTE,,16,RIO SEGUNDO,230A,CALCHIN OESTE,2,6529,6530,668,CALCHIN OESTE,Córdoba,Argentina,"CALCHIN OESTE, CALCHIN OESTE, Córdoba, Argentina",-31.8622486,-63.2776077,"Alfonsina Storni 102, Calchín Oeste, Córdoba, Argentina, Argentina",Match,Google
ESC NARCISO LAPRIDA,NARCISO LAPRIDA S/N,,16,RIO SEGUNDO,235,LAGUNA LARGA,7,6554,6560,2380,LAGUNA LARGA,Córdoba,Argentina,"NARCISO LAPRIDA S/N, LAGUNA LARGA, Córdoba, Argentina",-31.7755481,-63.7996939,"Chubut, Laguna Larga, Córdoba, Argentina",Match,Google
I.P.E.A.(IPEM231 TORAZO),LAS JUNTURAS,,16,RIO SEGUNDO,236,LAS JUNTURAS,5,6566,6570,1552,LAS JUNTURAS,Córdoba,Argentina,"LAS JUNTURAS, LAS JUNTURAS, Córdoba, Argentina",-31.8322886,-63.4508839,"Las Junturas, Córdoba, Argentina",Match,Google
IPEM N° 300,LUQUE,,16,RIO SEGUNDO,237,LUQUE,7,6572,6578,2371,LUQUE,Córdoba,Argentina,"LUQUE, LUQUE, Córdoba, Argentina",-31.6476686,-63.3444408,"Luque, Córdoba, Argentina",Match,Google
ESC GRAL JOSE DE SAN MARTIN,LUQUE,,16,RIO SEGUNDO,237,LUQUE,10,6579,6588,3380,LUQUE,Córdoba,Argentina,"LUQUE, LUQUE, Córdoba, Argentina",-31.6476686,-63.3444408,"Luque, Córdoba, Argentina",Match,Google
ESCUELA N°57,MANFREDI,,16,RIO SEGUNDO,237A,MANFREDI,3,6589,6591,941,MANFREDI,Córdoba,Argentina,"MANFREDI, MANFREDI, Córdoba, Argentina",-31.8457136,-63.7475174,"Manfredi, Córdoba, Argentina",Match,Google
ESC JOSE MARIA PAZ,ONCATIVO,,16,RIO SEGUNDO,239,ONCATIVO,13,6596,6608,4407,ONCATIVO,Córdoba,Argentina,"ONCATIVO, ONCATIVO, Córdoba, Argentina",-31.4093903,-64.1666336,"1398 X5004FHR, Oncativo 1300, X5004FHR Córdoba, Argentina",Match,Google
ESC DE COM L LUGONES(IPEM 158),ONCATIVO,,16,RIO SEGUNDO,239,ONCATIVO,7,6609,6615,2373,ONCATIVO,Córdoba,Argentina,"ONCATIVO, ONCATIVO, Córdoba, Argentina",-31.4093903,-64.1666336,"1398 X5004FHR, Oncativo 1300, X5004FHR Córdoba, Argentina",Match,Google
ESC EMILIO F OLMOS,ONCATIVO,,16,RIO SEGUNDO,239,ONCATIVO,7,6616,6622,2371,ONCATIVO,Córdoba,Argentina,"ONCATIVO, ONCATIVO, Córdoba, Argentina",-31.4093903,-64.1666336,"1398 X5004FHR, Oncativo 1300, X5004FHR Córdoba, Argentina",Match,Google
ESC ZENON LOPEZ,PILAR,,16,RIO SEGUNDO,240,PILAR,14,6632,6645,4844,PILAR,Córdoba,Argentina,"PILAR, PILAR, Córdoba, Argentina",-34.439356,-58.9208341,"Córdoba, Pilar Centro, Buenos Aires, Argentina",Match,Google
ESC JUAN BAUTISTA BUSTOS,PILAR,,16,RIO SEGUNDO,240,PILAR,7,6646,6652,2418,PILAR,Córdoba,Argentina,"PILAR, PILAR, Córdoba, Argentina",-34.439356,-58.9208341,"Córdoba, Pilar Centro, Buenos Aires, Argentina",Match,Google
ESC MARIA J GONZALEZ CASEROS,PILAR,,16,RIO SEGUNDO,240,PILAR,11,6653,6663,3795,PILAR,Córdoba,Argentina,"PILAR, PILAR, Córdoba, Argentina",-34.439356,-58.9208341,"Córdoba, Pilar Centro, Buenos Aires, Argentina",Match,Google
INST CARLOS PELLEGRINI,PILAR,,16,RIO SEGUNDO,240,PILAR,6,6664,6669,2070,PILAR,Córdoba,Argentina,"PILAR, PILAR, Córdoba, Argentina",-34.439356,-58.9208341,"Córdoba, Pilar Centro, Buenos Aires, Argentina",Match,Google
ESC GENERAL SAN MARTIN,POZO DEL MOLLE,,16,RIO SEGUNDO,241,POZO DEL MOLLE,11,6670,6680,3617,POZO DEL MOLLE,Córdoba,Argentina,"POZO DEL MOLLE, POZO DEL MOLLE, Córdoba, Argentina",-32.0204703,-62.9192213,"Pozo del Molle, Córdoba, Argentina",Match,Google
ESC FRANCISCO MALBRAN,POZO DEL MOLLE,,16,RIO SEGUNDO,241,POZO DEL MOLLE,6,6681,6686,1968,POZO DEL MOLLE,Córdoba,Argentina,"POZO DEL MOLLE, POZO DEL MOLLE, Córdoba, Argentina",-32.0204703,-62.9192213,"Pozo del Molle, Córdoba, Argentina",Match,Google
ESC PROV NICOLAS AVELLANEDA,RINCON,,16,RIO SEGUNDO,242,RINCON,2,6687,6688,469,RINCON,Córdoba,Argentina,"RINCON, RINCON, Córdoba, Argentina",-31.4506912,-64.1855325,"Elias Yofre Bv. 777, Jardín, X5016BVA Córdoba, Argentina",Match,Google
ESC MARIANO MORENO,CAÑADA DE MACHADO SUD,,16,RIO SEGUNDO,242A,CAÑADA DE MACHADO SUD,1,6689,6689,8,CAÑADA DE MACHADO SUD,Córdoba,Argentina,"CAÑADA DE MACHADO SUD, CAÑADA DE MACHADO SUD, Córdoba, Argentina",-31.428978,-63.5850258,"Cañada de Machado, Córdoba, Argentina",Match,Google
IPEM N°108-C G DE REZZANO,RIO SEGUNDO,,16,RIO SEGUNDO,243,RIO SEGUNDO,10,6696,6705,3410,RIO SEGUNDO,Córdoba,Argentina,"RIO SEGUNDO, RIO SEGUNDO, Córdoba, Argentina",-31.650785,-63.9058453,"Río Segundo, Córdoba, Argentina",Match,Google
ESC CONGRESO DE TUCUMAN,RIO SEGUNDO,,16,RIO SEGUNDO,243,RIO SEGUNDO,9,6729,6737,3060,RIO SEGUNDO,Córdoba,Argentina,"RIO SEGUNDO, RIO SEGUNDO, Córdoba, Argentina",-31.650785,-63.9058453,"Río Segundo, Córdoba, Argentina",Match,Google
ESC CORONEL PRINGLES,SANTIAGO TEMPLE,,16,RIO SEGUNDO,244,SANTIAGO TEMPLE,8,6743,6750,2448,SANTIAGO TEMPLE,Córdoba,Argentina,"SANTIAGO TEMPLE, SANTIAGO TEMPLE, Córdoba, Argentina",-31.43158,-64.1938353,"Santiago Temple 215, Guemes, X5000CVE Córdoba, Argentina",Match,Google
ESCUELA RECONQUISTA,VILLA DEL ROSARIO,,16,RIO SEGUNDO,245,VILLA DEL ROSARIO,9,6752,6760,3114,VILLA DEL ROSARIO,Córdoba,Argentina,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina",-31.5562575,-63.5356054,"Villa del Rosario, Cordoba, Argentina",Match,Google
ESC MARQUES DE SOBREMONTE,VILLA DEL ROSARIO,,16,RIO SEGUNDO,245,VILLA DEL ROSARIO,12,6761,6772,4152,VILLA DEL ROSARIO,Córdoba,Argentina,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina",-31.5562575,-63.5356054,"Villa del Rosario, Cordoba, Argentina",Match,Google
ESC SUP DE COM JOSE M PAZ,VILLA DEL ROSARIO,,16,RIO SEGUNDO,245,VILLA DEL ROSARIO,7,6773,6779,2415,VILLA DEL ROSARIO,Córdoba,Argentina,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina",-31.5562575,-63.5356054,"Villa del Rosario, Cordoba, Argentina",Match,Google
COLEGIO SAN JOSE,VILLA DEL ROSARIO,,16,RIO SEGUNDO,245,VILLA DEL ROSARIO,11,6780,6790,3795,VILLA DEL ROSARIO,Córdoba,Argentina,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina",-31.5562575,-63.5356054,"Villa del Rosario, Cordoba, Argentina",Match,Google
I.P.E.M. 278-M.ARGENTINAS,AV INDEPENDENCIA 475,,17,ROQUE SAENZ PEÑA,248,LABOULAYE,9,6791,6799,3114,LABOULAYE,Córdoba,Argentina,"AV INDEPENDENCIA 475, LABOULAYE, Córdoba, Argentina",-34.1328915,-63.3912558,"Av. Independencia 475, Laboulaye, Córdoba, Argentina",Match,Google
ESC GRAL CONRADO VILLEGAS,INTENDENTE FENOGLIO 344,,17,ROQUE SAENZ PEÑA,248,LABOULAYE,10,6800,6809,3460,LABOULAYE,Córdoba,Argentina,"INTENDENTE FENOGLIO 344, LABOULAYE, Córdoba, Argentina",-34.1253255,-63.3981938,"Int. Fenoglio 344, Laboulaye, Córdoba, Argentina",Match,Google
COLEGIO SAN JOSE,RIVADAVIA 245,,17,ROQUE SAENZ PEÑA,248,LABOULAYE,8,6816,6823,2768,LABOULAYE,Córdoba,Argentina,"RIVADAVIA 245, LABOULAYE, Córdoba, Argentina",-34.1285981,-63.3872818,"Rivadavia 245, Laboulaye, Córdoba, Argentina",Match,Google
IPEM 257 DR RENE FAVALORO,AV INDEPENDENCIA 512,,17,ROQUE SAENZ PEÑA,248,LABOULAYE,10,6824,6833,3460,LABOULAYE,Córdoba,Argentina,"AV INDEPENDENCIA 512, LABOULAYE, Córdoba, Argentina",-34.1336495,-63.3914857,"Av. Independencia 512, Laboulaye, Córdoba, Argentina",Match,Google
ESC JUAN PASCUAL PRINGLES,AV INDEPENDENCIA 284,,17,ROQUE SAENZ PEÑA,248,LABOULAYE,10,6834,6843,3457,LABOULAYE,Córdoba,Argentina,"AV INDEPENDENCIA 284, LABOULAYE, Córdoba, Argentina",-34.128893,-63.3901194,"Av. Independencia 284, Laboulaye, Córdoba, Argentina",Match,Google
ESC.PROV.GRAL SAN MARTIN,SAN JOAQUIN,,17,ROQUE SAENZ PEÑA,256,SAN JOAQUIN,1,6872,6872,146,SAN JOAQUIN,Córdoba,Argentina,"SAN JOAQUIN, SAN JOAQUIN, Córdoba, Argentina",-34.5101063,-63.7091451,"San Joaquin, Córdoba, Argentina",Match,Google
INS SAN ALBERTO Y SAN ENRIQUE,SERRANO,,17,ROQUE SAENZ PEÑA,257,SERRANO,9,6873,6881,3072,SERRANO,Córdoba,Argentina,"SERRANO, SERRANO, Córdoba, Argentina",-34.470864,-63.5402159,"Serrano, Córdoba, Argentina",Match,Google
ESCUELA N°105(JOSE RUBIROLA),VILLA ROSSI,,17,ROQUE SAENZ PEÑA,258,VILLA ROSSI,2,6882,6883,581,VILLA ROSSI,Córdoba,Argentina,"VILLA ROSSI, VILLA ROSSI, Córdoba, Argentina",-34.2992447,-63.268677,"Villa Rossi, Córdoba, Argentina",Match,Google
ESC.PROV.FRAY J.M.NOGAL,DOMINGO F SARMIENTO,,18,SAN ALBERTO,260,AMBUL,3,6885,6887,1022,AMBUL,Córdoba,Argentina,"DOMINGO F SARMIENTO, AMBUL, Córdoba, Argentina",-31.4205505,-64.154766,"López y Planes 2255, San Vicente, X5006ENC Córdoba, Argentina",Match,Google
IPEM N° 344,BROCHERO,,18,SAN ALBERTO,261,BROCHERO,7,6889,6895,2327,BROCHERO,Córdoba,Argentina,"BROCHERO, BROCHERO, Córdoba, Argentina",-31.4485247,-64.2483037,"Plaza Cura Brochero, Córdoba, Argentina",Match,Google
ESC JOSE GABRIEL BROCHERO,MARIANO MORENO 291,,18,SAN ALBERTO,261,BROCHERO,7,6896,6902,2324,BROCHERO,Córdoba,Argentina,"MARIANO MORENO 291, BROCHERO, Córdoba, Argentina",-31.415407,-64.171007,"24 de Septiembre 882, General Paz, X5004FTD Córdoba, Argentina",Match,Google
ESC GRAL JOSE DE SAN MARTIN,MINA CLAVERO,,18,SAN ALBERTO,262,MINA CLAVERO,10,6912,6921,3398,MINA CLAVERO,Córdoba,Argentina,"MINA CLAVERO, MINA CLAVERO, Córdoba, Argentina",-31.7282783,-65.0055595,"Mina Clavero, Cordoba, Argentina",Match,Google
POLICIA FEDERAL ARGENTINA,LA CALERA ESQ LOS CEIBOS,,18,SAN ALBERTO,262,MINA CLAVERO,4,6934,6937,1356,MINA CLAVERO,Córdoba,Argentina,"LA CALERA ESQ LOS CEIBOS, MINA CLAVERO, Córdoba, Argentina",-31.7372682,-65.0033132,"Los Ceibos & La Calera, Mina Clavero, Córdoba, Argentina",Match,Google
ESCUELA 20 DE JUNIO,PUBLICA S/N,,18,SAN ALBERTO,263A,PAMPA DE ACHALA,1,6946,6946,142,PAMPA DE ACHALA,Córdoba,Argentina,"PUBLICA S/N, PAMPA DE ACHALA, Córdoba, Argentina",-31.682603,-64.837189,"Pampa de Achala, Cordoba, Argentina",Match,Google
ESC.PROV.M.A DE CARRANZA PREGO,LAS CALLES,,18,SAN ALBERTO,263D,LAS CALLES,2,6951,6952,535,LAS CALLES,Córdoba,Argentina,"LAS CALLES, LAS CALLES, Córdoba, Argentina",-31.8236702,-64.9716642,"Las Calles, Córdoba, Argentina",Match,Google
ESC TOMAS DE IRIARTE,LOS ESPINILLOS,,18,SAN ALBERTO,264A,LOS ESPINILLOS,1,6958,6958,253,LOS ESPINILLOS,Córdoba,Argentina,"LOS ESPINILLOS, LOS ESPINILLOS, Córdoba, Argentina",-31.1440758,-64.0417601,"Los Espinillos, Córdoba, Argentina",Match,Google
ESC MARCELO T DE ALVEAR,SAN RAFAEL,,18,SAN ALBERTO,266A,SAN RAFAEL,1,6996,6996,150,SAN RAFAEL,Córdoba,Argentina,"SAN RAFAEL, SAN RAFAEL, Córdoba, Argentina",-34.6077236,-68.3214176,"Córdoba, San Rafael, Mendoza, Argentina",Match,Google
ESC MAGDALENA T DE CHARLES,PUBLICA S/N,,19,SAN JAVIER,270,LAS ROSAS,10,7093,7102,3416,LAS ROSAS,Córdoba,Argentina,"PUBLICA S/N, LAS ROSAS, Córdoba, Argentina",-31.9491062,-65.051445,"Calle Pública S/n, Villa De Las Rosas, Córdoba, Argentina",Match,Google
ESC LEOPOLDO LUG0NES,LAS TAPIAS,,19,SAN JAVIER,271,LAS TAPIAS,5,7107,7111,1648,LAS TAPIAS,Córdoba,Argentina,"LAS TAPIAS, LAS TAPIAS, Córdoba, Argentina",-31.9594815,-65.0747836,"Las Tapias, Córdoba, Argentina",Match,Google
ESC.PROV.EMILIO F.OLMOS,PUBLICA,,19,SAN JAVIER,273,LUYABA,4,7116,7119,1298,LUYABA,Córdoba,Argentina,"PUBLICA, LUYABA, Córdoba, Argentina",-32.1483872,-65.0591921,"Luyaba, Córdoba, Argentina",Match,Google
ESC GENERAL SAN MARTIN,SAN JAVIER,,19,SAN JAVIER,274,SAN JAVIER,3,7120,7122,841,SAN JAVIER,Córdoba,Argentina,"SAN JAVIER, SAN JAVIER, Córdoba, Argentina",-32.033329,-65.0500107,"San Javier, Córdoba, Argentina",Match,Google
ESC GENERAL SAN MARTIN,PUBLICA,,19,SAN JAVIER,276,YACANTO,4,7139,7142,1236,YACANTO,Córdoba,Argentina,"PUBLICA, YACANTO, Córdoba, Argentina",-32.0392151,-65.0373178,"Calle Pública S/n, Yacanto, Córdoba, Argentina",Match,Google
ESC JOSE MANUEL ESTRADA,ALICIA,,20,SAN JUSTO,277,ALICIA,4,7143,7146,1302,ALICIA,Córdoba,Argentina,"ALICIA, ALICIA, Córdoba, Argentina",-31.9388483,-62.4645233,"Alicia, Córdoba, Argentina",Match,Google
ESC FRAY CAYETANO RODRIGUEZ,ALICIA,,20,SAN JUSTO,277,ALICIA,5,7147,7151,1625,ALICIA,Córdoba,Argentina,"ALICIA, ALICIA, Córdoba, Argentina",-31.9388483,-62.4645233,"Alicia, Córdoba, Argentina",Match,Google
INST DR D VELEZ SARSFIELD,ARROYITO,,20,SAN JUSTO,279,ARROYITO,15,7179,7193,5178,ARROYITO,Córdoba,Argentina,"ARROYITO, ARROYITO, Córdoba, Argentina",-31.4192155,-63.0508598,"Arroyito, Cordoba, Argentina",Match,Google
ESCUELA N°198(ESC GIMENEZ LAGO,ARROYITO,,20,SAN JUSTO,279,ARROYITO,14,7194,7207,4830,ARROYITO,Córdoba,Argentina,"ARROYITO, ARROYITO, Córdoba, Argentina",-31.4192155,-63.0508598,"Arroyito, Cordoba, Argentina",Match,Google
ESC VICENTE LOPEZ Y PLANES,25 DE MAYO 271,B°IPV NORTE,20,SAN JUSTO,280,BALNEARIA,6,7219,7224,2022,BALNEARIA,Córdoba,Argentina,"25 DE MAYO 271, BALNEARIA, Córdoba, Argentina",-31.0123845,-62.6698133,"25 de Mayo 271, X5141ABE Balnearia, Córdoba, Argentina",Match,Google
INST JUAN BAUTISTA ALBERDI,BALNEARIA,,20,SAN JUSTO,280,BALNEARIA,4,7232,7235,1344,BALNEARIA,Córdoba,Argentina,"BALNEARIA, BALNEARIA, Córdoba, Argentina",-31.0128017,-62.6657249,"Balnearia, Córdoba, Argentina",Match,Google
ESC.PROV.M.MORENO,TUCUMAN 483,,20,SAN JUSTO,283,CONCEPCION,6,7263,7268,1826,CONCEPCION,Córdoba,Argentina,"TUCUMAN 483, CONCEPCION, Córdoba, Argentina",-27.3496651,-65.6001117,"Córdoba 483, Concepción, Tucumán, Argentina",Match,Google
ESC CARLOS J FLORIT,DEVOTO,,20,SAN JUSTO,285,DEVOTO,10,7270,7279,3301,DEVOTO,Córdoba,Argentina,"DEVOTO, DEVOTO, Córdoba, Argentina",-31.4064867,-62.2921483,"Bv. 25 de Mayo, Devoto, Córdoba, Argentina",Match,Google
ESC DOMINGO F SARMIENTO,DEVOTO,,20,SAN JUSTO,285,DEVOTO,7,7280,7286,2310,DEVOTO,Córdoba,Argentina,"DEVOTO, DEVOTO, Córdoba, Argentina",-31.4064867,-62.2921483,"Bv. 25 de Mayo, Devoto, Córdoba, Argentina",Match,Google
IPEM N°166 CAP G DEL VALLE,EL TIO,,20,SAN JUSTO,290,EL TIO,3,7303,7305,950,EL TIO,Córdoba,Argentina,"EL TIO, EL TIO, Córdoba, Argentina",-31.384529,-62.8284538,"El Tío, Córdoba, Argentina",Match,Google
ESC FLORENTINO AMEGHINO,FREYRE,,20,SAN JUSTO,291,FREYRE,10,7314,7323,3415,FREYRE,Córdoba,Argentina,"FREYRE, FREYRE, Córdoba, Argentina",-31.1648113,-62.1008563,"Freyre, Córdoba, Argentina",Match,Google
ESC THOMAS ALVA EDISON,ITURRASPE,,20,SAN JUSTO,292,ITURRASPE,1,7325,7325,112,ITURRASPE,Córdoba,Argentina,"ITURRASPE, ITURRASPE, Córdoba, Argentina",-31.425896,-62.0848365,"San Francisco, Cordoba, Argentina",Match,Google
INST COM SEC LA FRANCIA,LA FRANCIA,,20,SAN JUSTO,293,LA FRANCIA,5,7326,7330,1630,LA FRANCIA,Córdoba,Argentina,"LA FRANCIA, LA FRANCIA, Córdoba, Argentina",-31.4063192,-62.6332529,"La Francia, Córdoba, Argentina",Match,Google
ESC PROV DAMAS PATRICIAS,LA FRANCIA,,20,SAN JUSTO,293,LA FRANCIA,6,7331,7336,1951,LA FRANCIA,Córdoba,Argentina,"LA FRANCIA, LA FRANCIA, Córdoba, Argentina",-31.4063192,-62.6332529,"La Francia, Córdoba, Argentina",Match,Google
IPEM N°287-L LUGONES,LASPIUR,,20,SAN JUSTO,296,LASPIUR,7,7347,7353,2386,LASPIUR,Córdoba,Argentina,"LASPIUR, LASPIUR, Córdoba, Argentina",-31.440011,-64.2112463,"Saturnino María Laspiur, Córdoba, Argentina",Match,Google
ESC PROV MARIANO MORENO,LAS VARAS,,20,SAN JUSTO,297,LAS VARAS,4,7354,7357,1222,LAS VARAS,Córdoba,Argentina,"LAS VARAS, LAS VARAS, Córdoba, Argentina",-31.8022119,-62.6168889,"Las Varas, Córdoba, Argentina",Match,Google
INST SEC MANUEL DORREGO,SARMIENTO 295,,20,SAN JUSTO,300,MARINA,4,7404,7407,1183,MARINA,Córdoba,Argentina,"SARMIENTO 295, MARINA, Córdoba, Argentina",-34.6137277,-58.3680357,"Venezuela 110, C1095AAD CABA, Argentina",Match,Google
ESC.PROV.J.L.DE CABRERA,JERONIMO LUIS DE CABRERA,,20,SAN JUSTO,303,MIRAMAR DE ANSENUZA,7,7415,7421,2148,MIRAMAR DE ANSENUZA,Córdoba,Argentina,"JERONIMO LUIS DE CABRERA, MIRAMAR DE ANSENUZA, Córdoba, Argentina",-30.9186851,-62.6730897,"Independencia 307, Miramar, Córdoba, Argentina",Match,Google
COLEGIO NACIONAL MIXTO,MORTEROS,,20,SAN JUSTO,304,MORTEROS,15,7422,7436,5113,MORTEROS,Córdoba,Argentina,"MORTEROS, MORTEROS, Córdoba, Argentina",-30.7099133,-62.0042915,"Morteros, Cordoba, Argentina",Match,Google
INST BERNARDINO RIVADAVIA,PORTEÑA,,20,SAN JUSTO,305,PORTEÑA,8,7471,7478,2752,PORTEÑA,Córdoba,Argentina,"PORTEÑA, PORTEÑA, Córdoba, Argentina",-31.0139185,-62.0619979,"Porteña, Córdoba, Argentina",Match,Google
ESC PROV 9 DE JULIO,PORTEÑA,,20,SAN JUSTO,305,PORTEÑA,7,7479,7485,2403,PORTEÑA,Córdoba,Argentina,"PORTEÑA, PORTEÑA, Córdoba, Argentina",-31.0139185,-62.0619979,"Porteña, Córdoba, Argentina",Match,Google
ESC PROV 9 DE JULIO,COLONIA SAN PEDRO,,20,SAN JUSTO,311,SAN PEDRO,1,7667,7667,238,SAN PEDRO,Córdoba,Argentina,"COLONIA SAN PEDRO, SAN PEDRO, Córdoba, Argentina",-30.7837267,-61.9174728,"Col. San Pedro, Córdoba, Argentina",Match,Google
ESCUELA N°149(HOY:JOSE SEEBER),SEEBER,,20,SAN JUSTO,313,SEEBER,3,7669,7671,706,SEEBER,Córdoba,Argentina,"SEEBER, SEEBER, Córdoba, Argentina",-30.9246693,-61.9739364,"Seeber, Córdoba, Argentina",Match,Google
ESC COMANDANTE ESPORA,3 DE FEBRERO 362,,21,SANTA MARIA,316,ALTA GRACIA,12,7683,7694,4140,ALTA GRACIA,Córdoba,Argentina,"3 DE FEBRERO 362, ALTA GRACIA, Córdoba, Argentina",-31.6622557,-64.4308848,"3 de Febrero 362, X5186CBH Alta Gracia, Córdoba, Argentina",Match,Google
INST EL OBRAJE (ARRIBA),NIETO 17,B°POLUYAN,21,SANTA MARIA,316,ALTA GRACIA,6,7703,7708,2070,ALTA GRACIA,Córdoba,Argentina,"NIETO 17, ALTA GRACIA, Córdoba, Argentina",-31.6581189,-64.4347735,"Nieto 17, Alta Gracia, Córdoba, Argentina",Match,Google
INST DE LA MISERICORDIA,PADRE DOMINGO VIERA 151,,21,SANTA MARIA,316,ALTA GRACIA,10,7709,7718,3450,ALTA GRACIA,Córdoba,Argentina,"PADRE DOMINGO VIERA 151, ALTA GRACIA, Córdoba, Argentina",-31.6695651,-64.430165,"San Juan 650, Alta Gracia, Córdoba, Argentina",Match,Google
INST SUP ANGLO AMERICANO,BV CARLOS PELLEGRINI 637,,21,SANTA MARIA,316,ALTA GRACIA,7,7719,7725,2415,ALTA GRACIA,Córdoba,Argentina,"BV CARLOS PELLEGRINI 637, ALTA GRACIA, Córdoba, Argentina",-31.6524879,-64.4415249,"Bv. Carlos Pellegrini 637, Alta Gracia, Córdoba, Argentina",Match,Google
ESC NAC NORM SUP ALTA GRACIA,JOSE HERNANDEZ 201,B°CAMARA,21,SANTA MARIA,316,ALTA GRACIA,10,7726,7735,3450,ALTA GRACIA,Córdoba,Argentina,"JOSE HERNANDEZ 201, ALTA GRACIA, Córdoba, Argentina",-31.6564442,-64.4254181,"José Hernández 201, Alta Gracia, Córdoba, Argentina",Match,Google
ESCUELA SAN MARTIN,URUGUAY 200,,21,SANTA MARIA,316,ALTA GRACIA,9,7736,7744,3105,ALTA GRACIA,Córdoba,Argentina,"URUGUAY 200, ALTA GRACIA, Córdoba, Argentina",-31.6537217,-64.4322912,"Uruguay 200, X5186EWD Alta Gracia, Córdoba, Argentina",Match,Google
I.P.E.M. N° 298,RAFAEL LOZADA 53,,21,SANTA MARIA,316,ALTA GRACIA,14,7753,7766,4827,ALTA GRACIA,Córdoba,Argentina,"RAFAEL LOZADA 53, ALTA GRACIA, Córdoba, Argentina",-31.6582193,-64.4329783,"Rafael Lozada 53, Alta Gracia, Córdoba, Argentina",Match,Google
ESCUELA MANUEL SOLARES,ESPAÑA 26,,21,SANTA MARIA,316,ALTA GRACIA,8,7780,7787,2752,ALTA GRACIA,Córdoba,Argentina,"ESPAÑA 26, ALTA GRACIA, Córdoba, Argentina",-31.6581742,-64.4342095,"España 26, Alta Gracia, Córdoba, Argentina",Match,Google
